3.910386605222751499e-02,3.610244554214035289e-06,1.816693497310427758e-05,2.091770759612401800e-05,6.067673064421265126e-06,2.755414341557347413e-07,1.256665658904921893e-07,9.207431913258234266e-06,1.999198822674450905e-04,5.247560555988902125e-04,0.000000000000000000e+00,2.186729765067578363e-05,1.408813406158527822e-05,2.777249415043812845e-06,5.470943448868334615e-06,2.571369308060158002e-05,1.358243818447284364e-04,7.950643364395322051e-07,1.055552661660677203e-05,2.453291376138576637e-06,5.220754826649049461e-06,2.011813531194985724e-06,1.460185216958965625e-04,1.701526018366044307e-05,0.000000000000000000e+00,1.171622318659689584e-06,5.702665030788173515e-06,4.016497154975461723e-07,6.382558782365071493e-06,6.759142979596859602e-06,1.487907107443224798e-05,4.673063653782693217e-05,0.000000000000000000e+00,1.484947213378610196e-05,8.081353060767858040e-06,5.369659466348407465e-07,9.396232608246950387e-06,0.000000000000000000e+00,2.738447609118090412e-05,4.491156337599838760e-07,1.956200649613330800e-04,1.217411335800035839e-04,1.049609041179876077e-06,7.743988190191769351e-07,2.454646611623517008e-05,3.168944468311152267e-06,2.704514004463277982e-06,2.325702358154959917e-06,4.500663202470468447e-07
5.131659679765255610e-06,8.805144912742741969e-02,1.298648998422572514e-05,1.028201318709663767e-03,7.973294777934900979e-05,2.863529566939578583e-06,1.256665658904921893e-07,1.056234130609462987e-05,4.153643784298136386e-05,2.749506082363988707e-05,8.985720011683820773e-06,5.075457522800532671e-05,1.710687607651995509e-05,7.999163646974862977e-06,3.604735260191037929e-05,7.621866174704118307e-06,1.484371225987619245e-05,8.275077333698426543e-07,1.013035031372585736e-05,1.172608486757156397e-05,1.728749585315985816e-05,1.471852065536367513e-05,5.491556657072988694e-06,3.198799462142902478e-05,4.498757112785088036e-06,1.061927913056316046e-05,2.562627720412506390e-04,2.274184683902383367e-06,1.605261099895202663e-05,1.804832912927673862e-04,3.699751598271368709e-05,1.744526119800919511e-05,1.663714445499424645e-06,2.148244012590805500e-05,4.036702452095324234e-05,1.917904869276406492e-05,1.567270293718690444e-05,6.776328651046001817e-07,3.596127632537406023e-06,2.728018842275164080e-06,1.450767946502648288e-05,2.426878604451221920e-04,6.151111845142201190e-05,1.051317708744569559e-06,1.008021414130170976e-05,3.354447623346341352e-05,2.929804716479809911e-06,1.260921617916593359e-05,3.206352074738281031e-06
2.804843505919450762e-05,1.067472720788806382e-05,1.721722712586174625e-02,3.166969549380703420e-05,1.205339119790407365e-05,1.478126413103929328e-06,0.000000000000000000e+00,3.160120039726404854e-06,2.160152212140911170e-05,4.271513582288327503e-05,4.258580178722964820e-07,4.270682381129970909e-05,1.338560211777070359e-05,3.337031262115021664e-06,1.624737070792988739e-05,1.636646789733147092e-05,4.499279224041979755e-05,5.190811868324783545e-07,5.847559625329075796e-06,1.631338304153539105e-06,6.214494157314061442e-06,3.320696701837955322e-06,3.929611810155288134e-05,6.717453378668335640e-05,6.726093435083994829e-07,3.044161333323298322e-06,8.136492695143928067e-06,1.307122562395530026e-07,4.524537364256616316e-06,1.264687204650269756e-05,1.074999138680271563e-05,2.225454498959212151e-05,1.256665658904921893e-07,1.081534278596842220e-05,8.874812795148196787e-05,1.518001836680604529e-06,7.987787411169732868e-06,1.256665658904921893e-07,5.795810044053979785e-06,6.681199183257130171e-07,1.291962545832030034e-04,2.569951319098365034e-04,2.233937007757879765e-06,2.759831496070539565e-07,9.981794706789688757e-06,1.775216795582657663e-06,2.636515240989628712e-06,3.020903717435610822e-06,1.355796869997804152e-06
2.239664393098832133e-05,1.046209847951671320e-03,3.303057003338285571e-05,6.731640385915936831e-01,2.210718196413443640e-04,2.371992714100446364e-05,6.497184370704240211e-06,7.207592758008044378e-05,2.513055674004247204e-04,1.538558276026261564e-04,3.128577680920719908e-05,2.107275707110108293e-04,5.438854539923154355e-05,1.633823517183701288e-05,2.144645803031167695e-04,2.953039915410055668e-05,7.216010583496328427e-05,4.148432366130685164e-06,6.259006717054440411e-05,7.278191862611235958e-05,6.778100781404564166e-05,3.990284398457697395e-05,1.839129508089510327e-05,9.168060666481980998e-05,8.594473147119685482e-06,2.479591900500304705e-05,1.367895811079753972e-03,4.795147657778345800e-06,1.693556450560396371e-04,3.524151491346125026e-04,3.565097036202092141e-04,7.027742438817575663e-05,3.254159384004800724e-06,7.767463483027680900e-05,1.102170260665471602e-04,2.548846608413599677e-04,1.048693232227382489e-04,6.117119997550364595e-06,2.619571134894393421e-05,8.060048009211199087e-06,7.536189529586511250e-05,6.876708238722739315e-04,1.960887631700074382e-04,1.145550686225550194e-05,6.061389785816162962e-05,2.145923127061037086e-04,1.159404353952684512e-05,2.760881015261853504e-05,1.742654498656902515e-05
6.694808404643841853e-06,6.877313738742272782e-05,1.174317849856012107e-05,2.252357988655866183e-04,5.391487679287291362e-02,2.255067158708258348e-06,1.498748682652425520e-07,9.774972952712073217e-06,5.262061959522609241e-05,2.160919188945445630e-05,1.789139867484117188e-05,7.825115501305558046e-05,2.347482597100153100e-05,2.821699850449715569e-05,9.720248178736440705e-05,7.176234763124992421e-06,2.130573067027271292e-05,6.251434252459617793e-07,1.029868212215485913e-05,8.320838850155395949e-06,1.782815793951293842e-05,2.243285700481047868e-05,6.504549141766179843e-06,5.118989521519219877e-05,6.747172394677471332e-06,7.623716571993997685e-05,7.632906673319749360e-05,5.743404841991567708e-07,1.743123796642907973e-05,6.997717518705176608e-05,3.511625246380256328e-05,1.493441237407115744e-05,3.480199066597139959e-06,2.055369012104355813e-05,3.599439637206466804e-05,1.765404783276040748e-05,1.520959798822594428e-05,9.577782741580766006e-07,4.408211420370751318e-06,1.106190145703710895e-05,2.306118565848238762e-05,2.038282364833309110e-04,1.095886292659717631e-04,8.558110396065907291e-07,1.117295409734196016e-05,2.062089311786551406e-05,4.162727046848023166e-06,1.067362485656436125e-05,6.085748519792855740e-05
1.224133927271188181e-06,3.648929291763584075e-06,1.310039619300059930e-06,1.864417724369416115e-05,2.678471584698826008e-06,3.231955257172384327e-02,4.239041267870675618e-06,7.808419719147838295e-06,2.013103578329400253e-05,5.106444386270987657e-06,0.000000000000000000e+00,7.839205710029496240e-06,2.812973847816972702e-06,1.214598811739440716e-06,4.519502942550463388e-06,3.089476868569723435e-06,2.350882426135772397e-06,8.662531124308641336e-06,2.248878880698578964e-05,3.574791837235994957e-04,4.457441993139399659e-06,8.960808845039549490e-07,1.256665658904921893e-07,6.032662694401392239e-06,4.244656159339142452e-07,2.513331317809843787e-07,2.748105925776284729e-06,2.267246809518411719e-05,1.170827146441749477e-04,1.711180363761862561e-06,5.465237251416713580e-04,1.227426331655771939e-05,0.000000000000000000e+00,1.117578398805028977e-05,1.204507431041319355e-06,1.950625112576607985e-06,5.096659920332120402e-05,9.722610463922696448e-05,3.976847874203986289e-06,7.721229861781562680e-07,5.266659645276238569e-06,7.788075603246427016e-06,1.219088236922127288e-06,9.323356432939729582e-06,1.853914200869600444e-05,2.373256611120821255e-06,5.597526514524278266e-06,1.029894210246583617e-06,7.704143186134626803e-07
1.256665658904921893e-07,1.498748682652425520e-07,8.916136280741285712e-07,7.343040748080623820e-06,2.805871245047955810e-07,4.568166400691208352e-06,5.092933180268508463e-03,2.885239883201274540e-05,7.799272142860661679e-06,4.949103304637769111e-06,1.498748682652425520e-07,9.436613524814476526e-07,9.499848950538357821e-07,3.006331674331235343e-07,2.997497365304851040e-07,1.349800493161680344e-06,1.942794618350783043e-06,5.757328861375390075e-07,1.651542071075959501e-04,3.563205405034192658e-06,1.368126968415361951e-06,2.805871245047955810e-07,3.001914519818043191e-07,3.001914519818043191e-07,0.000000000000000000e+00,2.513331317809843787e-07,1.294099480343682818e-06,5.551778721734672478e-07,8.269576364065459690e-05,4.295113062829750849e-07,4.234729142548357108e-05,1.067075576424294219e-05,0.000000000000000000e+00,3.025382242508345165e-06,4.066954058466069061e-07,0.000000000000000000e+00,1.661474989795843835e-04,9.444974892534555684e-07,1.896301555328268449e-06,1.079813720390750301e-06,2.508698292083123535e-06,3.116874575150972991e-06,1.307122562395530026e-07,4.965815520224215267e-07,3.462373438175735449e-05,2.997497365304851040e-07,2.169140387560387450e-06,1.503165837165617671e-07,0.000000000000000000e+00
8.803012340252648450e-06,8.690207012568318298e-06,4.468505139443584144e-06,7.104595627554839319e-05,1.045384042216814034e-05,7.763899280100628613e-06,3.723021255159911832e-05,3.486176886817443643e-02,3.720029226569030351e-05,3.244808792522419475e-05,8.028577155437731295e-07,2.801672897304706766e-05,1.066220832951228404e-05,4.043100854991356576e-06,9.679610669378786454e-06,1.672756747714464212e-05,7.816135663658610355e-06,1.346147204751001688e-06,2.359552231321122417e-03,2.024403702073806607e-05,1.012491817376608793e-05,6.906916966275786115e-06,4.250082245421998639e-06,1.631838029727794063e-05,2.513331317809843787e-07,2.074966532113142609e-06,6.697466669061735935e-06,4.547644483814887186e-06,5.807328689846963978e-05,4.757374652634569479e-06,1.048055115145913821e-04,6.224991894404265254e-05,1.368012418700306951e-06,3.769824188553338296e-05,1.002563246201921707e-05,3.560991812692526330e-06,8.482600118473432153e-05,2.287422220935145587e-06,1.393508757129960711e-05,1.805468768924162402e-06,1.804153236362439770e-05,4.084966503299154755e-05,2.610959623508059928e-06,1.911858173073910042e-06,1.290014134522968854e-03,5.389161932338002970e-06,2.498947090231734078e-05,2.792364317338134905e-06,1.518443552131923638e-06
2.191999829367679219e-04,4.529663222241257992e-05,2.195201881204488439e-05,2.822390104435321535e-04,4.214819964150361592e-05,2.286697988916821733e-05,7.137526017862876374e-06,4.092012260311292529e-05,2.403158293230317211e-01,6.755885271953228485e-04,2.176424795628884991e-06,1.130862269007078388e-04,6.331330281671524731e-05,7.839219566764359443e-06,2.838178508871871085e-05,4.559813264906154782e-05,1.238355722631441622e-04,5.046830124048454641e-06,6.504505502762047921e-05,5.608510166661053050e-05,4.985943887462107767e-05,2.573208405990995602e-05,5.930687392487187930e-05,4.082067969407248120e-05,1.982139991772715501e-06,6.624311711782742368e-06,5.880242973665290987e-05,5.856770531749468643e-06,1.191893391346603772e-04,2.034190805469539859e-05,2.335090538965885166e-04,2.150823254094056238e-04,1.683408197313718169e-06,9.823785278045852807e-05,2.580243076914740129e-05,1.103505666784728797e-05,9.558191960964935400e-05,6.695522048215752031e-06,1.318780745311452936e-04,4.500351230634726306e-06,1.306275571802074844e-04,3.273447546943963611e-04,1.025461028063508758e-05,4.545794372356801698e-06,9.153070478997407569e-05,2.200816340730525159e-05,1.515288675732104871e-05,1.654941038176165093e-05,1.267504841671628119e-06
5.355814021426803014e-04,2.798022810675131853e-05,3.967560184365200455e-05,1.482377883531833362e-04,2.424845303108157731e-05,8.299779632515258982e-06,4.546570158237583608e-06,3.296276417499955860e-05,6.726540238023529525e-04,1.144922805460514281e-01,1.359427989655622614e-06,9.750122987937105939e-05,5.332165096194621886e-05,6.210740544456144395e-06,1.502733830842100814e-05,7.818454934054176037e-05,9.408399645326641695e-05,8.507653492575300483e-07,5.597280346578156984e-05,2.160214229438496518e-05,4.392826382945815505e-05,1.031582533344647347e-05,9.647476874238501406e-05,3.258204017692739856e-05,2.017364146321018828e-06,6.557016412871958475e-06,2.619311260576872886e-05,1.621688638906736429e-06,4.783779557316416046e-05,2.048980816165181659e-05,1.000229456254753021e-04,3.202279274047256283e-04,1.498748682652425520e-07,8.288025302226288346e-05,2.369351326884004628e-05,7.639489487314465174e-06,6.025661077871012020e-05,2.831558025923427922e-06,4.522786491486366681e-04,1.482346866790934745e-06,4.089012283974804876e-04,1.820022021097060700e-04,7.146957852322475956e-06,1.695445986975512442e-06,1.347896098171761801e-04,1.351629220525739730e-05,1.234317204693653751e-05,1.259780002064680915e-05,2.009221432727654236e-06
